,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
CYTH1,2.69E-48,0.376319658,0.626,0.144,4.56E-44,5,CYTH1
JAK1,4.68E-48,0.880139604,0.777,0.201,7.95E-44,5,JAK1
IL4I1.4,4.71E-48,1.988380646,0.683,0.127,8.00E-44,5,IL4I1
PLGRKT.1,4.90E-48,0.740089366,0.604,0.11,8.32E-44,5,PLGRKT
IL2RG.2,8.53E-48,0.738236476,0.691,0.164,1.45E-43,5,IL2RG
TANK,1.13E-47,0.587738127,0.655,0.144,1.93E-43,5,TANK
SNF8.1,1.28E-47,0.362223248,0.59,0.133,2.17E-43,5,SNF8
YPEL5.1,1.45E-47,1.360491595,0.777,0.178,2.46E-43,5,YPEL5
CASTOR1,1.58E-47,0.521270742,0.367,0.016,2.69E-43,5,CASTOR1
CD2BP2,1.69E-47,0.281040948,0.518,0.097,2.86E-43,5,CD2BP2
C5orf15,2.05E-47,0.422688802,0.568,0.111,3.49E-43,5,C5orf15
MSC,2.24E-47,0.598359176,0.345,0.007,3.80E-43,5,MSC
SLC7A11,2.27E-47,0.775938643,0.374,0.017,3.86E-43,5,SLC7A11
DCTN2,2.72E-47,0.904002607,0.626,0.103,4.62E-43,5,DCTN2
MCM5,3.25E-47,0.912424864,0.576,0.08,5.52E-43,5,MCM5
CASP7,3.36E-47,0.599901098,0.475,0.054,5.71E-43,5,CASP7
UFD1,3.95E-47,0.383735095,0.547,0.106,6.71E-43,5,UFD1
COMMD1,5.02E-47,0.620340953,0.633,0.134,8.52E-43,5,COMMD1
ALKBH7.1,5.13E-47,0.503338122,0.727,0.217,8.70E-43,5,ALKBH7
SLCO5A1,7.13E-47,0.857059728,0.295,0.001,1.21E-42,5,SLCO5A1
BET1,7.20E-47,0.72694274,0.496,0.056,1.22E-42,5,BET1
CBX6,7.32E-47,0.489483552,0.475,0.063,1.24E-42,5,CBX6
TFG,7.38E-47,0.514424931,0.583,0.113,1.25E-42,5,TFG
WBP11.1,7.40E-47,0.677764209,0.554,0.086,1.26E-42,5,WBP11
ZDHHC12,1.08E-46,0.518230923,0.59,0.111,1.83E-42,5,ZDHHC12
EIF3D.2,1.19E-46,0.892797752,0.799,0.219,2.02E-42,5,EIF3D
KYNU,1.33E-46,0.925957042,0.727,0.167,2.25E-42,5,KYNU
GPR137B,1.46E-46,0.668129786,0.561,0.099,2.48E-42,5,GPR137B
FLOT2,1.47E-46,0.412325058,0.46,0.062,2.49E-42,5,FLOT2
CYB5A,2.81E-46,1.04227075,0.755,0.177,4.77E-42,5,CYB5A
NMT1,2.83E-46,0.512509689,0.496,0.076,4.80E-42,5,NMT1
IL2RA,2.96E-46,1.263532106,0.446,0.029,5.03E-42,5,IL2RA
IL32,3.79E-46,1.071022639,0.777,0.195,6.44E-42,5,IL32
PPP1R12A,4.42E-46,0.304833912,0.604,0.161,7.49E-42,5,PPP1R12A
BASP1.1,4.73E-46,0.930279062,0.784,0.208,8.02E-42,5,BASP1
SF3A3,4.82E-46,0.444491737,0.518,0.086,8.19E-42,5,SF3A3
CEP350.1,5.20E-46,0.542024597,0.54,0.102,8.82E-42,5,CEP350
ACOT9,7.85E-46,0.897488893,0.633,0.116,1.33E-41,5,ACOT9
NOP10.2,8.73E-46,-1.066920297,0.676,0.518,1.48E-41,5,NOP10
RPA2,1.03E-45,0.739938769,0.561,0.088,1.75E-41,5,RPA2
ARPP19,1.21E-45,0.802457212,0.705,0.172,2.06E-41,5,ARPP19
TUBB6,1.23E-45,0.958540459,0.54,0.068,2.10E-41,5,TUBB6
MSRB1,1.31E-45,0.549492018,0.496,0.071,2.22E-41,5,MSRB1
ID2.1,1.72E-45,1.633275957,0.906,0.523,2.91E-41,5,ID2
FIBP,2.12E-45,0.331818035,0.576,0.137,3.59E-41,5,FIBP
MMD,2.13E-45,0.472760013,0.468,0.068,3.61E-41,5,MMD
WTAP,2.46E-45,0.396265837,0.619,0.149,4.18E-41,5,WTAP
PQBP1,3.22E-45,0.379968261,0.576,0.133,5.46E-41,5,PQBP1
ST8SIA4,3.28E-45,0.487698335,0.554,0.107,5.57E-41,5,ST8SIA4
TAP1,3.44E-45,0.496277712,0.59,0.131,5.83E-41,5,TAP1
CLPTM1,4.68E-45,0.816099361,0.561,0.084,7.95E-41,5,CLPTM1
PELP1,5.65E-45,0.526280599,0.396,0.03,9.59E-41,5,PELP1
CTNNBL1,5.83E-45,0.415185631,0.511,0.088,9.90E-41,5,CTNNBL1
SERP1.2,1.25E-44,-0.456155501,0.842,0.543,2.12E-40,5,SERP1
MVP,1.34E-44,0.987300386,0.727,0.167,2.27E-40,5,MVP
BANF1.1,1.38E-44,-0.293308514,0.712,0.36,2.33E-40,5,BANF1
PPP1R2,1.43E-44,0.567870216,0.64,0.151,2.42E-40,5,PPP1R2
RNF115,1.55E-44,0.511426579,0.525,0.092,2.64E-40,5,RNF115
FCGRT.3,1.83E-44,-2.073566267,0.252,0.51,3.11E-40,5,FCGRT
PPM1G,1.96E-44,0.536965537,0.576,0.119,3.32E-40,5,PPM1G
RDX,2.16E-44,0.800549777,0.683,0.161,3.66E-40,5,RDX
BLVRA,5.49E-44,0.501144855,0.619,0.152,9.32E-40,5,BLVRA
HMG20B,6.64E-44,0.557295515,0.54,0.094,1.13E-39,5,HMG20B
PNRC1.1,6.70E-44,1.573286773,0.971,0.477,1.14E-39,5,PNRC1
ARL3,7.11E-44,0.508664723,0.439,0.058,1.21E-39,5,ARL3
CNPPD1,7.30E-44,0.416480758,0.46,0.068,1.24E-39,5,CNPPD1
BIRC2,1.19E-43,0.718396121,0.547,0.089,2.02E-39,5,BIRC2
ILK.1,1.22E-43,0.430174902,0.597,0.143,2.06E-39,5,ILK
GEMIN7,1.22E-43,0.327107518,0.424,0.052,2.07E-39,5,GEMIN7
APOBEC3G,1.34E-43,0.654227981,0.468,0.061,2.27E-39,5,APOBEC3G
FXR1,1.50E-43,0.594323985,0.597,0.126,2.54E-39,5,FXR1
GCSAM,1.63E-43,0.82833925,0.288,0.003,2.76E-39,5,GCSAM
OSTC.2,1.81E-43,-0.487184923,0.576,0.336,3.06E-39,5,OSTC
SMAP2.2,2.23E-43,0.438687524,0.777,0.269,3.78E-39,5,SMAP2
LAMTOR4,2.24E-43,-0.682506122,0.748,0.516,3.79E-39,5,LAMTOR4
TAGLN2.1,2.49E-43,1.407942434,0.928,0.449,4.22E-39,5,TAGLN2
CDC42SE2,2.56E-43,0.484136134,0.604,0.152,4.35E-39,5,CDC42SE2
TWF2.2,2.71E-43,0.629445762,0.705,0.194,4.60E-39,5,TWF2
HCK,3.13E-43,0.628414207,0.669,0.167,5.31E-39,5,HCK
LRPAP1.2,3.66E-43,-0.388952926,0.547,0.262,6.22E-39,5,LRPAP1
SPPL2A.1,4.12E-43,0.492599424,0.64,0.16,6.99E-39,5,SPPL2A
URM1,4.47E-43,0.505360697,0.46,0.062,7.58E-39,5,URM1
COMMD2,4.91E-43,0.640376479,0.511,0.077,8.33E-39,5,COMMD2
STUB1,5.63E-43,0.617531677,0.647,0.153,9.56E-39,5,STUB1
NUTF2.1,6.63E-43,0.380971444,0.59,0.147,1.13E-38,5,NUTF2
NIT2,6.71E-43,0.508525201,0.511,0.088,1.14E-38,5,NIT2
NQO1,8.24E-43,1.002195443,0.46,0.043,1.40E-38,5,NQO1
IL13RA1.2,9.52E-43,0.413489557,0.727,0.244,1.62E-38,5,IL13RA1
TUBB.1,1.01E-42,1.399066176,0.921,0.398,1.71E-38,5,TUBB
PRELID1.1,1.07E-42,-0.607211282,0.59,0.341,1.81E-38,5,PRELID1
THRAP3,1.10E-42,0.436211424,0.597,0.148,1.86E-38,5,THRAP3
VCP.1,1.10E-42,0.595135892,0.619,0.144,1.87E-38,5,VCP
PYM1.1,1.11E-42,0.281414523,0.518,0.117,1.89E-38,5,PYM1
CCNDBP1,1.18E-42,0.463236014,0.54,0.108,2.00E-38,5,CCNDBP1
ANXA7,1.36E-42,1.044084743,0.806,0.228,2.32E-38,5,ANXA7
CUEDC2,1.51E-42,0.392550441,0.547,0.121,2.56E-38,5,CUEDC2
PRMT2.2,1.95E-42,0.606312223,0.676,0.176,3.31E-38,5,PRMT2
AKAP9.2,2.04E-42,-0.447472295,0.561,0.246,3.47E-38,5,AKAP9
HMSD,2.15E-42,0.722462686,0.273,0.002,3.65E-38,5,HMSD
KDM2B,2.19E-42,0.626935607,0.453,0.056,3.72E-38,5,KDM2B
CTNNB1,2.31E-42,-0.328998976,0.597,0.254,3.91E-38,5,CTNNB1
ERAL1,2.95E-42,0.534030575,0.41,0.037,5.01E-38,5,ERAL1
ACTN4,3.76E-42,0.420849758,0.619,0.171,6.38E-38,5,ACTN4
CAPNS1,3.99E-42,0.273957363,0.683,0.23,6.78E-38,5,CAPNS1
TSPAN13,5.17E-42,0.839539583,0.424,0.039,8.78E-38,5,TSPAN13
CCDC50,5.50E-42,0.340020253,0.54,0.127,9.33E-38,5,CCDC50
UBE2N,5.85E-42,0.295206791,0.691,0.235,9.92E-38,5,UBE2N
MAP3K14,6.00E-42,0.55381924,0.324,0.014,1.02E-37,5,MAP3K14
SUPT16H,7.67E-42,0.310874213,0.475,0.091,1.30E-37,5,SUPT16H
TADA3,8.15E-42,0.32970388,0.496,0.097,1.38E-37,5,TADA3
MTHFD2.1,8.35E-42,1.004812687,0.741,0.195,1.42E-37,5,MTHFD2
DCTPP1,8.54E-42,0.506575482,0.475,0.071,1.45E-37,5,DCTPP1
GSTO1.2,8.59E-42,-0.94142657,0.676,0.531,1.46E-37,5,GSTO1
SH3KBP1.1,9.08E-42,0.723550897,0.691,0.178,1.54E-37,5,SH3KBP1
MCL1.1,1.06E-41,-1.099945542,0.727,0.614,1.80E-37,5,MCL1
NDUFC2,1.09E-41,-0.587436239,0.669,0.398,1.85E-37,5,NDUFC2
OSTF1.2,1.10E-41,1.133609019,0.806,0.231,1.87E-37,5,OSTF1
IL15RA,1.25E-41,0.352223318,0.36,0.031,2.12E-37,5,IL15RA
STK25,1.36E-41,0.336399314,0.403,0.052,2.31E-37,5,STK25
ATP5PB.1,1.46E-41,-0.339095983,0.655,0.346,2.48E-37,5,ATP5PB
G3BP2,1.98E-41,0.286903364,0.482,0.099,3.35E-37,5,G3BP2
CYTIP,1.99E-41,1.375491258,0.806,0.237,3.37E-37,5,CYTIP
ATF5.1,1.99E-41,1.187310493,0.633,0.117,3.37E-37,5,ATF5
PHKB,2.00E-41,0.284089272,0.424,0.072,3.40E-37,5,PHKB
NR4A3,2.10E-41,0.507495109,0.46,0.08,3.57E-37,5,NR4A3
SNU13,2.29E-41,-0.455240315,0.691,0.405,3.88E-37,5,SNU13
FYTTD1,2.33E-41,0.674944476,0.568,0.111,3.96E-37,5,FYTTD1
GABARAPL2.2,2.68E-41,1.234604291,0.899,0.326,4.54E-37,5,GABARAPL2
PSMC3,2.75E-41,0.454434556,0.597,0.153,4.67E-37,5,PSMC3
CALR.3,2.85E-41,-0.973522545,0.691,0.507,4.84E-37,5,CALR
ARHGDIB.2,2.95E-41,-2.130391513,0.237,0.663,5.01E-37,5,ARHGDIB
SLC25A11,3.14E-41,0.383801102,0.504,0.107,5.34E-37,5,SLC25A11
PGD.1,3.40E-41,0.327507852,0.612,0.18,5.77E-37,5,PGD
PFDN4,3.76E-41,0.416716201,0.669,0.208,6.38E-37,5,PFDN4
NME3,3.80E-41,0.324819325,0.619,0.182,6.44E-37,5,NME3
ERICH1,3.81E-41,1.086844601,0.683,0.169,6.46E-37,5,ERICH1
SF3B2.1,3.92E-41,0.609786791,0.712,0.206,6.65E-37,5,SF3B2
CLIC1.3,3.93E-41,-0.787858311,0.755,0.618,6.67E-37,5,CLIC1
IL10RA,4.52E-41,0.299875767,0.511,0.118,7.68E-37,5,IL10RA
RTRAF.1,4.77E-41,0.286084809,0.835,0.348,8.09E-37,5,RTRAF
UBXN1,4.82E-41,0.317617587,0.849,0.363,8.19E-37,5,UBXN1
SLIRP.1,5.00E-41,-0.438609594,0.806,0.479,8.49E-37,5,SLIRP
LRRFIP2,5.19E-41,0.502396715,0.446,0.059,8.81E-37,5,LRRFIP2
H6PD,5.19E-41,0.750342037,0.453,0.054,8.81E-37,5,H6PD
CTSC.2,5.38E-41,-1.233786688,0.734,0.589,9.14E-37,5,CTSC
GPR160,5.84E-41,0.415660344,0.388,0.042,9.90E-37,5,GPR160
RHOC,7.77E-41,0.99543304,0.842,0.271,1.32E-36,5,RHOC
SPG11,7.80E-41,0.314733054,0.453,0.084,1.32E-36,5,SPG11
ADAM19,7.85E-41,0.665559119,0.388,0.033,1.33E-36,5,ADAM19
CAPN1,8.05E-41,0.388697648,0.511,0.105,1.37E-36,5,CAPN1
TUBA1A.2,8.87E-41,1.57049728,0.763,0.208,1.51E-36,5,TUBA1A
MTDH.1,8.88E-41,-0.562787434,0.626,0.373,1.51E-36,5,MTDH
SQSTM1.1,9.85E-41,1.474674103,0.82,0.264,1.67E-36,5,SQSTM1
RALA,1.00E-40,0.339072471,0.64,0.192,1.71E-36,5,RALA
PDCD1LG2,1.06E-40,0.731483792,0.324,0.011,1.80E-36,5,PDCD1LG2
RNF114,1.11E-40,0.308592875,0.547,0.14,1.88E-36,5,RNF114
C1QC.3,1.20E-40,-3.299891901,0.129,0.457,2.04E-36,5,C1QC
G6PD,1.29E-40,0.501697113,0.475,0.077,2.19E-36,5,G6PD
IAH1.1,1.76E-40,0.280464325,0.626,0.192,2.98E-36,5,IAH1
SSNA1,1.85E-40,0.538902894,0.662,0.187,3.14E-36,5,SSNA1
PDCL3,2.45E-40,0.555259818,0.619,0.163,4.16E-36,5,PDCL3
UBE2A,2.62E-40,0.409798327,0.64,0.187,4.44E-36,5,UBE2A
BRMS1,3.07E-40,0.358533234,0.489,0.102,5.21E-36,5,BRMS1
DUSP1.1,3.24E-40,-1.805367476,0.489,0.736,5.49E-36,5,DUSP1
TUBB2A,3.39E-40,0.719544204,0.403,0.036,5.75E-36,5,TUBB2A
AP1S2.3,3.58E-40,-0.603846325,0.554,0.343,6.07E-36,5,AP1S2
ALG2,5.02E-40,0.49359828,0.453,0.072,8.51E-36,5,ALG2
HSP90B1.1,5.88E-40,-0.897061676,0.64,0.484,9.98E-36,5,HSP90B1
CLINT1,6.17E-40,0.259976072,0.46,0.094,1.05E-35,5,CLINT1
HTATIP2.1,6.29E-40,0.303913883,0.518,0.118,1.07E-35,5,HTATIP2
UBE2I,6.38E-40,0.465864541,0.748,0.261,1.08E-35,5,UBE2I
HAX1,6.56E-40,0.64118764,0.604,0.136,1.11E-35,5,HAX1
TPD52,8.38E-40,0.485936313,0.424,0.061,1.42E-35,5,TPD52
DPP7.1,8.42E-40,-0.385011692,0.669,0.335,1.43E-35,5,DPP7
C1orf122,8.44E-40,0.36364231,0.482,0.094,1.43E-35,5,C1orf122
TSR2,8.98E-40,0.313807795,0.417,0.063,1.52E-35,5,TSR2
NDUFS7.1,9.04E-40,-0.540517736,0.583,0.33,1.53E-35,5,NDUFS7
CERS6,9.34E-40,0.518820405,0.482,0.083,1.58E-35,5,CERS6
DAP3,9.65E-40,0.360415001,0.525,0.126,1.64E-35,5,DAP3
PEA15.1,1.12E-39,0.885396452,0.763,0.219,1.91E-35,5,PEA15
IRF2,1.17E-39,0.485828886,0.583,0.152,1.98E-35,5,IRF2
FKBP5.1,1.26E-39,-0.928315514,0.583,0.414,2.13E-35,5,FKBP5
AP1S1,1.30E-39,0.25628359,0.446,0.089,2.21E-35,5,AP1S1
TBCB.1,1.47E-39,0.862368896,0.755,0.214,2.49E-35,5,TBCB
PRDX3,1.48E-39,-0.279745935,0.583,0.277,2.51E-35,5,PRDX3
STARD7,1.48E-39,0.525901803,0.511,0.098,2.52E-35,5,STARD7
SF3B5.1,1.51E-39,0.33097748,0.791,0.319,2.56E-35,5,SF3B5
CIB1.1,2.28E-39,-0.258616467,0.755,0.416,3.88E-35,5,CIB1
RAB30,2.36E-39,0.599739246,0.281,0.004,4.00E-35,5,RAB30
TXNDC17.1,2.39E-39,-0.292963913,0.568,0.267,4.05E-35,5,TXNDC17
MRPL14,2.55E-39,0.394038471,0.647,0.195,4.33E-35,5,MRPL14
ADRM1,2.65E-39,0.286970213,0.604,0.192,4.50E-35,5,ADRM1
TPR,2.65E-39,0.303888192,0.604,0.176,4.50E-35,5,TPR
SELENOW,2.89E-39,0.286295885,0.763,0.296,4.90E-35,5,SELENOW
ZNF267,3.20E-39,0.278781995,0.439,0.087,5.44E-35,5,ZNF267
TBC1D4,3.29E-39,0.973816328,0.403,0.032,5.58E-35,5,TBC1D4
UQCRH.1,3.29E-39,-0.323323716,0.871,0.571,5.58E-35,5,UQCRH
PPP1R15A,3.55E-39,-0.830926175,0.583,0.327,6.02E-35,5,PPP1R15A
SSR4.1,3.92E-39,-0.481175056,0.835,0.563,6.66E-35,5,SSR4
UBE2F,4.02E-39,1.028104709,0.683,0.161,6.82E-35,5,UBE2F
MED10,4.04E-39,0.340239624,0.518,0.116,6.86E-35,5,MED10
MRPS18A,4.05E-39,0.31233215,0.41,0.063,6.87E-35,5,MRPS18A
ATG101,4.56E-39,0.401657862,0.439,0.072,7.74E-35,5,ATG101
RAB8A.1,5.10E-39,0.275823519,0.576,0.179,8.65E-35,5,RAB8A
FBXO7.1,5.30E-39,0.386939823,0.532,0.122,8.99E-35,5,FBXO7
VDAC2.1,5.61E-39,0.691210824,0.82,0.294,9.52E-35,5,VDAC2
PEF1,5.69E-39,0.526890936,0.482,0.076,9.65E-35,5,PEF1
PPP2R1A,5.98E-39,0.255630626,0.54,0.142,1.02E-34,5,PPP2R1A
ST3GAL1,7.26E-39,0.456853105,0.446,0.073,1.23E-34,5,ST3GAL1
ARPC3.3,7.44E-39,-0.803629711,0.885,0.759,1.26E-34,5,ARPC3
SNN,8.86E-39,0.5800902,0.374,0.033,1.50E-34,5,SNN
KDELR2,9.05E-39,-0.593539846,0.475,0.276,1.54E-34,5,KDELR2
CDC42SE1,9.67E-39,0.457270708,0.647,0.193,1.64E-34,5,CDC42SE1
TMEM141,9.74E-39,0.252435626,0.482,0.121,1.65E-34,5,TMEM141
CCT3,1.10E-38,0.383267267,0.647,0.201,1.86E-34,5,CCT3
RPN2,1.27E-38,-0.298213033,0.511,0.237,2.15E-34,5,RPN2
FKBP8.1,1.30E-38,0.457678465,0.712,0.242,2.20E-34,5,FKBP8
TXNL1.1,1.30E-38,0.359866785,0.64,0.198,2.21E-34,5,TXNL1
MTCH1.1,1.31E-38,0.486928973,0.64,0.178,2.22E-34,5,MTCH1
CD63.4,1.36E-38,-1.076070783,0.906,0.768,2.31E-34,5,CD63
BATF3,1.39E-38,0.520971048,0.374,0.036,2.36E-34,5,BATF3
IKBKG,1.58E-38,0.367665116,0.381,0.044,2.68E-34,5,IKBKG
PFKL,1.94E-38,0.524508066,0.568,0.129,3.29E-34,5,PFKL
PPP1R18,2.10E-38,0.626365372,0.719,0.224,3.56E-34,5,PPP1R18
ICAM1,2.29E-38,0.364930262,0.482,0.106,3.89E-34,5,ICAM1
RAP1B,2.30E-38,0.534808532,0.842,0.328,3.91E-34,5,RAP1B
DUSP22.1,2.32E-38,0.56882921,0.482,0.085,3.94E-34,5,DUSP22
PHB.1,2.40E-38,0.315240782,0.583,0.179,4.08E-34,5,PHB
SSR3.2,3.06E-38,0.26519244,0.813,0.37,5.19E-34,5,SSR3
NT5DC1,3.22E-38,0.647739317,0.403,0.04,5.46E-34,5,NT5DC1
CEP135,3.29E-38,0.370819178,0.446,0.076,5.59E-34,5,CEP135
DHX58,3.32E-38,0.452968291,0.36,0.031,5.63E-34,5,DHX58
NDUFS6.1,3.44E-38,-0.395887722,0.626,0.369,5.84E-34,5,NDUFS6
SZRD1,3.48E-38,0.272258073,0.46,0.095,5.90E-34,5,SZRD1
SELENOS.1,3.48E-38,0.544595253,0.669,0.197,5.91E-34,5,SELENOS
DNTTIP1,3.98E-38,0.300407302,0.468,0.106,6.75E-34,5,DNTTIP1
HSPA5.2,4.10E-38,-0.597736413,0.576,0.343,6.95E-34,5,HSPA5
DBNL,4.32E-38,1.044324983,0.755,0.212,7.32E-34,5,DBNL
CCNL1,4.67E-38,-0.484702951,0.568,0.279,7.93E-34,5,CCNL1
SMDT1.2,4.90E-38,-0.459290666,0.619,0.356,8.32E-34,5,SMDT1
TSPAN33,5.10E-38,0.656548612,0.381,0.035,8.66E-34,5,TSPAN33
TAP2,5.13E-38,0.349390633,0.453,0.081,8.71E-34,5,TAP2
RAB5B,5.34E-38,0.349146257,0.41,0.066,9.07E-34,5,RAB5B
BOLA3,6.01E-38,0.312100866,0.46,0.096,1.02E-33,5,BOLA3
PIP4K2A,6.02E-38,0.385102047,0.489,0.115,1.02E-33,5,PIP4K2A
TMEM203,6.24E-38,0.374359078,0.353,0.031,1.06E-33,5,TMEM203
MAGOH,6.37E-38,-0.392757986,0.504,0.243,1.08E-33,5,MAGOH
TRAPPC3,6.67E-38,0.256066406,0.518,0.134,1.13E-33,5,TRAPPC3
ANXA11.1,6.95E-38,0.404778084,0.727,0.262,1.18E-33,5,ANXA11
SLC1A2,7.85E-38,0.435767991,0.245,0.002,1.33E-33,5,SLC1A2
COMMD6.3,7.95E-38,-0.52915532,0.82,0.578,1.35E-33,5,COMMD6
BUB3,8.15E-38,0.451823899,0.59,0.158,1.38E-33,5,BUB3
MREG,8.57E-38,0.751327972,0.317,0.014,1.45E-33,5,MREG
TRAPPC6A.1,8.78E-38,0.263424881,0.525,0.153,1.49E-33,5,TRAPPC6A
ANXA4,8.89E-38,-0.50376047,0.576,0.276,1.51E-33,5,ANXA4
DNAJC4,9.20E-38,0.28098025,0.496,0.123,1.56E-33,5,DNAJC4
SARAF.2,9.34E-38,-0.354223735,0.727,0.468,1.58E-33,5,SARAF
UROD,1.06E-37,0.543049135,0.496,0.093,1.80E-33,5,UROD
CAMTA1,1.07E-37,-0.255538162,0.647,0.319,1.81E-33,5,CAMTA1
POLR2E.1,1.13E-37,1.236696947,0.755,0.217,1.91E-33,5,POLR2E
SNX17.1,1.17E-37,0.371293544,0.561,0.146,1.99E-33,5,SNX17
PRPSAP1,1.19E-37,0.448423024,0.381,0.046,2.02E-33,5,PRPSAP1
UBE2W,1.36E-37,0.280100195,0.489,0.119,2.31E-33,5,UBE2W
BZW1,1.37E-37,0.898475578,0.777,0.239,2.32E-33,5,BZW1
SLC5A6,1.38E-37,0.471995298,0.338,0.024,2.34E-33,5,SLC5A6
RAB11A.1,1.41E-37,0.602024749,0.77,0.267,2.39E-33,5,RAB11A
CD164.1,1.66E-37,-0.973577256,0.532,0.427,2.82E-33,5,CD164
GNAS,1.69E-37,-1.163395577,0.705,0.553,2.86E-33,5,GNAS
STXBP2.2,1.69E-37,-0.771767262,0.568,0.283,2.87E-33,5,STXBP2
HSBP1.1,1.93E-37,-0.872528842,0.59,0.439,3.28E-33,5,HSBP1
PSMB4,1.97E-37,0.407825319,0.633,0.192,3.35E-33,5,PSMB4
HDAC2,2.13E-37,0.352661302,0.525,0.13,3.61E-33,5,HDAC2
PAIP2.2,2.29E-37,0.397369673,0.727,0.27,3.89E-33,5,PAIP2
UBL7,2.34E-37,0.53124683,0.446,0.068,3.98E-33,5,UBL7
C3orf14,2.40E-37,0.466966169,0.381,0.042,4.07E-33,5,C3orf14
MED4,2.61E-37,0.365130839,0.583,0.162,4.43E-33,5,MED4
GLIPR2.2,2.75E-37,0.265660368,0.619,0.207,4.67E-33,5,GLIPR2
MALT1,2.78E-37,0.797969302,0.446,0.058,4.71E-33,5,MALT1
JUNB,2.79E-37,-0.862060482,0.906,0.672,4.74E-33,5,JUNB
KXD1,3.03E-37,0.452960598,0.525,0.117,5.15E-33,5,KXD1
TVP23A,3.25E-37,0.831475602,0.302,0.011,5.51E-33,5,TVP23A
TNFRSF9,3.55E-37,0.791092403,0.273,0.006,6.03E-33,5,TNFRSF9
GADD45B,3.97E-37,-0.391467191,0.662,0.339,6.74E-33,5,GADD45B
DYNC1I2.1,4.04E-37,0.263193626,0.561,0.164,6.86E-33,5,DYNC1I2
POLR2G,4.24E-37,0.380676571,0.619,0.188,7.19E-33,5,POLR2G
RAC1.1,5.63E-37,-0.326533247,0.935,0.691,9.56E-33,5,RAC1
TUBB4B.1,5.94E-37,0.584111065,0.655,0.186,1.01E-32,5,TUBB4B
MRPS6,6.38E-37,0.667975346,0.576,0.143,1.08E-32,5,MRPS6
AK8,6.44E-37,0.551627096,0.237,0.001,1.09E-32,5,AK8
MRPL28,6.70E-37,0.340044047,0.547,0.143,1.14E-32,5,MRPL28
HLA-DMA.6,6.71E-37,-1.056533813,0.727,0.623,1.14E-32,5,HLA-DMA
RTN3.1,6.84E-37,-0.259562244,0.525,0.22,1.16E-32,5,RTN3
MSN.1,6.88E-37,-0.507213199,0.626,0.367,1.17E-32,5,MSN
SMARCA5,7.34E-37,0.289431437,0.504,0.127,1.25E-32,5,SMARCA5
MIF.2,7.42E-37,-1.416259251,0.885,0.733,1.26E-32,5,MIF
RAB7A,7.55E-37,-0.279863107,0.727,0.414,1.28E-32,5,RAB7A
SNX11,7.65E-37,0.450640642,0.353,0.035,1.30E-32,5,SNX11
PDIA6.3,8.24E-37,-0.307286148,0.547,0.278,1.40E-32,5,PDIA6
CLNS1A.4,8.44E-37,0.348853866,0.597,0.189,1.43E-32,5,CLNS1A
OSER1,8.86E-37,0.366822851,0.46,0.089,1.50E-32,5,OSER1
CWC15,9.80E-37,-0.282319138,0.554,0.253,1.66E-32,5,CWC15
MAD2L2,1.12E-36,0.47312358,0.453,0.078,1.90E-32,5,MAD2L2
CHURC1.1,1.15E-36,0.381487904,0.791,0.327,1.95E-32,5,CHURC1
DLGAP4,1.21E-36,0.267612624,0.388,0.065,2.05E-32,5,DLGAP4
ALDH2.2,1.38E-36,1.317562799,0.899,0.409,2.35E-32,5,ALDH2
RHEB,1.51E-36,-0.309104732,0.64,0.342,2.56E-32,5,RHEB
TBC1D13,1.54E-36,0.511785234,0.309,0.015,2.61E-32,5,TBC1D13
VBP1,1.54E-36,0.285640683,0.468,0.103,2.62E-32,5,VBP1
SLC6A6,1.70E-36,0.292589606,0.511,0.123,2.88E-32,5,SLC6A6
COX7A2L.1,1.99E-36,0.74385552,0.763,0.253,3.38E-32,5,COX7A2L
RNASET2.2,2.05E-36,-2.004184808,0.288,0.556,3.47E-32,5,RNASET2
ADAM8.1,2.13E-36,0.471408725,0.511,0.113,3.61E-32,5,ADAM8
C1QA.3,2.40E-36,-3.832486754,0.065,0.534,4.08E-32,5,C1QA
MRPS10,2.42E-36,0.40628333,0.46,0.088,4.10E-32,5,MRPS10
SPAG7,2.45E-36,0.797346247,0.691,0.192,4.15E-32,5,SPAG7
SELPLG,2.50E-36,0.357670367,0.446,0.098,4.25E-32,5,SELPLG
CD9.5,2.53E-36,-1.327171617,0.561,0.448,4.29E-32,5,CD9
TOR3A,2.79E-36,0.420952845,0.424,0.071,4.74E-32,5,TOR3A
COPZ1,3.01E-36,0.468718929,0.612,0.176,5.11E-32,5,COPZ1
MMP24OS,3.10E-36,0.284613714,0.561,0.163,5.26E-32,5,MMP24OS
REG1B,3.11E-36,0.827410872,0.489,0.09,5.29E-32,5,REG1B
SRD5A1,3.17E-36,0.410137806,0.324,0.022,5.38E-32,5,SRD5A1
CIRBP,3.34E-36,0.665932525,0.978,0.492,5.68E-32,5,CIRBP
PSMB5,3.51E-36,0.368675468,0.597,0.179,5.96E-32,5,PSMB5
SMIM12,3.69E-36,0.383125632,0.446,0.083,6.26E-32,5,SMIM12
ALOX15B,4.10E-36,0.461497129,0.381,0.049,6.96E-32,5,ALOX15B
FLT3,4.24E-36,0.564485692,0.345,0.033,7.19E-32,5,FLT3
